a	7.5668
à	6.346
aba	2.9207
abacate	2.9139999999999997
abacateiro	1.5855
abacates	2.5057
abacaxi	3.0668
abacaxis	2.1079
ábaco	2.1492
ábacos	1.1072
abada	2.6393
abadas	1.4082
abade	3.4638
abadejo	1.4082
abades	2.1079
abadessa	2.5849
abadessas	1.1072
abadia	3.3357
abadias	2.2217
abafa	2.5849
abafada	2.488
abafadas	1.8069
abafado	3.2217
abafador	2.1079
abafadores	1.7101
abafados	2.4502
abafam	2.1079
abafamento	1.1072
abafámos	1.1072
abafando	1.9528
abafar	3.2349
abafara	1.4082
abafaram	1.8859
abafarem	1.8859
abafaria	1.1072
abafas	1.7101
abafaste	1.4082
abafavam	1.1072
abafe	1.5855
abafei	1.1072
abafem	1.8859
abafemos	1.1072
abafes	1.1072
abafo	1.5855
abafos	1.1072
abafou	2.2538
abaixa	3.7734
abaixada	3.0523
abaixadas	2.5057
abaixado	3.2381
abaixador	1.4082
abaixadores	1.1072
abaixados	3.0572
abaixai	1.4082
abaixam	2.3383
abaixamentos	1.1072
abaixamos	1.8069
abaixando	2.6263
abaixar	3.4561
abaixara	1.1072
abaixará	1.7101
abaixaram	1.7101
abaixarão	1.1072
abaixarei	1.8069
abaixarem	2.2217
abaixares	1.7101
abaixaria	1.8069
abaixarmos	1.5855
abaixas	1.8859
abaixasse	1.4082
abaixava	1.8859
abaixavam	1.4082
abaixe	4.1888
abaixei	2.555
abaixem	3.9016
abaixemos	1.7101
abaixes	1.1072
abaixo	4.9105
abaixo-assinado	2.4301
abaixo-assinados	1.5855
abaixou	2.761
abajur	3.1942
abajures	2.1079
abala	2.676
abalada	3.3978
abaladas	2.1079
abalado	3.375
abalados	2.5991
abalai	1.4082
abalam	2.0107
abalamos	1.7101
abalámos	1.4082
abalançam	1.1072
abalançou	1.1072
abalando	1.4082
abalar	3.1685
abalará	1.8069
abalaram	2.5227
abalarão	1.4082
abalarem	1.5855
abalares	1.4082
abalaria	1.8859
abalariam	1.1072
abalaríamos	1.1072
abalarmos	1.4082
abalas	1.5855
abalasse	1.5855
abalassem	1.1072
abalastes	1.1072
abalava	1.7101
abalável	1.1072
abale	2.187
abalei	2.0622
abalem	1.4082
abales	1.4082
abalizada	1.7101
abalo	2.6263
abalos	2.2217
abalou	3.0946
abalroa	1.9528
abalroada	1.4082
abalroado	2.0622
abalroados	1.5855
abalroamento	1.1072
abalroar	2.4087
abalroaram	1.8859
abalroarmos	1.1072
abalroei	1.7101
abalroou	2.1079
abana	3.4259
abanada	1.7101
abanadas	1.4082
abanadela	1.4082
abanadelas	1.1072
abanado	2.1492
abanador	1.4082
abanados	1.4082
abanam	2.4087
abanamos	2.2538
abanámos	1.4082
abananado	1.8859
abanando	2.6989
abanão	2.6519
abanar	3.8337
abanara	1.4082
abanará	1.7101
abanaram	1.5855
abanarás	1.4082
abanarem	2.0622
abanaremos	1.5855
abanares	2.2217
abanaria	1.4082
abanas	2.3865
abanasse	1.8859
abanaste	2.0107
abanava	2.187
abanavam	1.4082
abanca	1.1072
abancar	2.0622
abancou	1.1072
abandalhada	1.4082
abandalhado	1.5855
abandalhar	1.7101
abandalharmos	1.1072
abandalhou	1.1072
abandona	3.6933
abandonada	3.8903
abandonadas	3.2217
abandonado	4.2037
abandonados	3.488
abandonai	2.0622
abandonam	3.1164
abandonamos	3.0523
abandonámos	2.6263
abandonando	3.2349
abandonar	4.5028
abandonara	2.3865
abandonará	2.9711
abandonaram	3.5327
abandonarão	2.187
abandonaras	1.8859
abandonarás	2.312
abandonardes	1.1072
abandonarei	2.8859
abandonareis	1.5855
abandonarem	2.7310000000000003
abandonaremos	2.555
abandonares	2.6519
abandonaria	3.0321
abandonariam	2.2538
abandonaríamos	1.7101
abandonarias	2.0107
abandonarmos	2.2840000000000003
abandonas	2.9207
abandonasse	2.6876
abandonassem	2.1492
abandonássemos	1.5855
abandonasses	1.5855
abandonaste	3.5580000000000003
abandonastes	1.4082
abandonava	2.5392
abandonavam	2.0622
abandonavas	1.5855
abandonável	1.1072
abandone	3.497
abandonei	3.5702
abandoneis	2.0107
abandonem	3.2692
abandonemos	2.5057
abandones	3.375
abandono	3.6302
abandonos	1.5855
abandonou	4.15
abane	2.5849
abanei	2.2217
abanem	2.7412
abanes	2.5392
abanicar	1.4082
abanico	2.312
abanicos	1.8069
abano	2.488
abanões	2.1492
abanos	1.1072
abanou	2.8154
abarca	2.187
abarcado	1.1072
abarcadores	1.1072
abarcam	1.7101
abarcamos	1.1072
abarcando	1.9528
abarcar	2.363
abarcaremos	1.1072
abarcas	1.1072
abarcaste	1.1072
abarque	1.1072
abarrota	1.4082
abarrotada	2.0107
abarrotadas	1.5855
abarrotado	2.4087
abarrotados	1.9528
abarrotam	1.1072
abarrotando	1.8069
abarrotar	2.9711
abarrotarem	1.1072
abarrotaremos	1.4082
abarrotava	1.1072
abarrotes	1.7101
abas	2.6876
abastada	2.488
abastadas	1.8859
abastado	2.8859
abastados	2.4502
abastança	1.1072
abastardada	1.8069
abastardo	1.1072
abasteça	1.7101
abasteçam	1.8069
abasteçamos	1.4082
abastece	2.7513
abastecedor	2.1492
abastecedora	1.1072
abastecedores	1.5855
abastecem	2.3383
abastecemos	2.0622
abastecendo	2.312
abastecer	3.411
abastecerá	1.1072
abasteceram	1.4082
abastecerem	1.8069
abasteceremos	1.5855
abasteceria	1.1072
abastecermos	1.7101
abastecesse	1.1072
abasteceu	1.9528
abasteci	1.8859
abastecia	1.8859
abasteciam	1.4082
abastecida	2.2217
abastecidas	1.5855
abastecido	2.8402
abastecidos	2.5057
abastecimento	3.4541
abastecimentos	2.9273
abasteço	2.0107
abasto	1.8859
abata	2.761
abatais	1.1072
abatam	2.8712
abatamos	1.4082
abatas	1.5855
abatatei	1.1072
abate	3.4561
abatedor	1.5855
abatedores	1.4082
abatei	1.4082
abatem	2.613
abatemos	2.7513
abatendo	2.2217
abater	3.8816
abaterá	2.0107
abateram	2.9002
abaterão	1.7101
abaterei	1.1072
abaterem	2.2217
abateremos	1.4082
abateres	2.0107
abateria	1.7101
abatermos	1.8859
abates	2.187
abatesse	1.8069
abatessem	1.4082
abateste	2.2538
abateu	3.2508
abati	2.676
abatia	1.9528
abatiam	1.8069
abatida	3.2116
abatidas	2.4502
abatido	3.9352
abatidos	3.4174
abatimento	2.312
abat-jour	1.8069
abat-jours	1.4082
abato	2.5849
abauladas	1.1072
abaular	1.1072
abcesso	2.5057
abcessos	2.0107
abdica	2.312
abdicação	2.187
abdicações	1.1072
abdicado	2.0622
abdicai	1.7101
abdicais	1.1072
abdicam	1.7101
abdicamos	1.8859
abdicando	1.4082
abdicar	3.43
abdicara	1.1072
abdicaram	2.1079
abdicarás	1.1072
abdicarei	1.1072
abdicarem	1.4082
abdicaremos	1.4082
abdicares	1.8069
abdicaria	2.1492
abdicas	1.8859
abdicasse	1.5855
abdicasses	1.4082
abdicaste	2.2217
abdicatário	1.1072
abdicava	1.8069
abdicávamos	1.1072
abdicavas	1.1072
abdico	2.488
abdicou	2.7206
abdique	2.187
abdiquei	2.5849
abdiqueis	1.1072
abdiques	1.5855
abdómen	3.4695
abdómenes	1.1072
abdominais	3.5022
abdominal	3.5109
abdução	2.488
abduções	2.2840000000000003
abduzem	1.1072
abduzi	1.1072
abduzida	2.4087
abduzidas	1.8859
abduzido	2.555
abduzidos	2.1492
abduzindo	1.1072
abduzir	1.5855
abduziram	1.5855
abduziu	1.1072
abébia	2.187
abébias	1.4082
abecedário	1.9528
abécula	1.7101
abegão	1.1072
abeirar	1.5855
abeirou	1.1072
abelha	3.8162
abelha-mestra	1.8859
abelhão	2.488
abelhar	1.1072
abelhas	3.9875
abelhas-mestras	1.1072
abelhinha	2.3383
abelhões	1.1072
abelhuda	2.2538
abelhudas	1.1072
abelhudo	2.3865
abelhudos	1.9528
abençoa	3.2539
abençoada	3.5580000000000003
abençoadas	2.7099
abençoado	3.761
abençoador	1.1072
abençoados	3.4195
abençoai	2.7099
abençoais	1.1072
abençoam	2.1079
abençoamos	1.5855
abençoando	1.8859
abençoar	3.2721
abençoara	1.1072
abençoará	2.1492
abençoaram	2.4301
abençoarão	1.4082
abençoarei	1.5855
abençoarem	1.4082
abençoares	1.5855
abençoaria	1.4082
abençoas	1.4082
abençoasse	2.0622
abençoassem	1.4082
abençoaste	1.5855
abençoava	1.7101
abençoe	4.2865
abençoei	2.0622
abençoeis	1.4082
abençoem	2.6641
abençoemos	1.1072
abençoes	2.1492
abençoo	2.5057
abençoou	3.0473
aberração	3.8682
aberraçãozinha	1.1072
aberrações	3.5907
aberrado	1.1072
aberrante	2.5991
aberrantes	2.1079
aberrativo	1.1072
aberta	4.6474
abertamente	3.5657
abertas	3.9352
aberto	4.5973
abertos	4.2625
abertura	4.1797
aberturas	2.9529
abespinhada	1.4082
abespinhe	1.1072
abeto	2.5057
abetos	2.312
abetouro	1.1072
abismada	1.5855
abismado	2.4301
abismados	2.0107
abismais	1.5855
abismal	2.2840000000000003
abismalmente	1.4082
abismemos	1.1072
abismo	3.8418
abismos	2.488
abissais	1.8859
abissal	1.7101
abissínio	1.4082
abissínios	1.1072
abjecta	1.4082
abjectamente	1.1072
abjecto	1.7101
abjectos	1.1072
abjuração	1.1072
abjurar	1.7101
abjurará	1.1072
abjurares	1.1072
abjure	1.4082
abjurei	1.1072
abjuro	1.5855
ablação	2.0107
ablativo	1.1072
ablução	1.7101
abluções	1.5855
abnegação	2.3383
abnegada	2.0622
abnegadamente	1.4082
abnegado	1.7101
abnegados	1.9528
abobada	1.1072
abóbada	2.9071
abobadada	1.4082
abobadado	1.4082
abobadados	1.1072
abóbadas	1.9528
abobado	2.0107
abobados	1.4082
abobora	2.1079
abóbora	3.6556
aboborar	1.4082
abóboras	3.1977
aboborinha	2.1492
abocanha	1.8069
abocanhado	1.1072
abocanham	1.1072
abocanhamos	1.1072
abocanhando	1.1072
abocanhar	1.8859
abocanhei	1.1072
abocanhou	1.8859
aboia	1.1072
abolição	2.5227
abolicionista	2.1492
abolicionistas	2.363
abolida	2.1492
abolidas	1.7101
abolido	2.3383
abolidos	1.8069
abolimos	1.8069
abolir	2.8560000000000003
abolirá	1.1072
aboliram	1.4082
abolirem	1.1072
aboliremos	1.4082
aboliria	1.1072
aboliriam	1.1072
abolissem	1.1072
aboliu	1.8859
abomina	2.187
abominação	3.1452
abominações	2.555
abominado	1.1072
abominam	1.1072
abominamos	1.1072
abominando	1.1072
abominar	1.8069
abominaria	1.1072
abominas	1.5855
abominava	1.5855
abomináveis	2.5991
abominável	3.2662
abominavelmente	1.7101
abominei	1.4082
abominem	1.4082
abomino	2.6393
abominou	1.1072
abona	2.2538
abonada	1.4082
abonado	1.9528
abonador	1.4082
abonados	1.8069
abonam	1.1072
abonar	2.1079
abonatória	1.7101
abonatórias	1.5855
abonatório	1.4082
abonatórios	1.5855
abondo	1.1072
abone	1.4082
abono	2.8712
abonos	1.9528
aborcionista	1.1072
aborda	2.6263
abordada	2.613
abordadas	2.0107
abordado	3.0523
abordadores	2.1079
abordados	2.8932
abordagem	3.7917
abordagens	2.488
abordam	2.0622
abordamos	2.4087
abordámos	1.8859
abordando	2.488
abordar	3.6328
abordara	1.1072
abordará	1.7101
abordaram	2.7706
abordarão	1.1072
abordarei	1.7101
abordaremos	1.9528
abordares	1.4082
abordaria	1.5855
abordarmos	1.7101
abordas	1.9528
abordasse	1.8069
abordassem	1.4082
abordasses	1.1072
abordaste	1.8069
abordava	1.8069
abordavam	1.5855
abordável	1.1072
aborde	2.0107
abordei	2.3865
abordem	2.2217
abordemos	1.7101
abordes	1.8069
abordo	3.157
abordou	3.176
aborígene	2.4087
aborígenes	2.6989
aborreça	3.1834
aborreçam	2.3383
aborreças	2.8786
aborrece	3.5580000000000003
aborrecedor	2.187
aborrecedora	1.5855
aborrecedoras	1.1072
aborrecem	2.8560000000000003
aborrecemos	2.1079
aborrecendo	3.0423
aborrecer	3.8621
aborrecerá	1.8069
aborreceram	2.187
aborrecerão	1.4082
aborrecerei	1.8859
aborrecerem	2.187
aborreceremos	1.1072
aborreceres	2.488
aborreceria	2.2840000000000003
aborreceriam	1.1072
aborreceríamos	1.5855
aborrecermos	2.0107
aborreces	2.5991
aborrecesse	2.1079
aborrecessem	1.4082
aborreceste	2.0622
aborrecestes	1.1072
aborreceu	3.0809
aborreci	2.8859
aborrecia	2.5849
aborreciam	1.7101
aborrecias	1.4082
aborrecida	3.891
aborrecidas	3.0855
aborrecido	4.2267
aborrecidos	3.3357
aborrecimento	3.2896
aborrecimentos	2.5227
aborreço	2.9139999999999997
aborrido	1.1072
aborta	2.6876
abortada	2.6263
abortadas	1.5855
abortado	2.7310000000000003
abortador	1.7101
abortados	2.1492
abortam	1.5855
abortamento	1.4082
abortamos	2.4502
abortámos	1.1072
abortando	2.2217
abortar	3.8085
abortara	1.5855
abortaram	2.1492
abortáramos	1.4082
abortarei	1.1072
abortarem	1.5855
abortaremos	1.5855
abortares	1.4082
abortaria	1.4082
abortarmos	1.4082
abortas	1.7101
abortasse	2.0622
abortaste	1.8859
abortava	1.1072
abortávamos	1.1072
abortavas	1.1072
aborte	2.8560000000000003
abortei	2.187
abortem	2.7412
abortemos	1.4082
abortes	1.4082
abortiva	1.1072
abortivamente	1.1072
abortivas	1.4082
abortivo	1.5855
aborto	3.9753
abortos	3.2477
abortou	2.5702
abotoa	2.5057
abotoada	1.8859
abotoadas	1.7101
abotoado	2.2217
abotoados	1.5855
abotoadura	1.5855
abotoaduras	2.3383
abotoamos	1.1072
abotoar	2.6393
abotoaram	1.4082
abotoaste	1.4082
abotoava	1.4082
abotoavam	1.1072
abotoe	2.363
abotoei	1.1072
abotoem	1.4082
abotoemos	1.1072
abotoo	1.1072
abotoou	1.5855
abra	4.7827
abraça	3.6689
abraçada	2.5991
abracadabra	3.1609
abraçadas	2.0622
abraçadeira	1.1072
abraçadeiras	1.5855
abraçado	3.0269
abraçador	1.1072
abraçadores	1.5855
abraçados	2.6519
abraçai	1.9528
abraçais	1.1072
abraçam	2.7099
abraçamos	2.7412
abraçámos	1.9528
abraçando	2.9339
abração	1.9528
abraçar	4.0692
abraçara	1.1072
abraçará	2.1079
abraçaram	2.555
abraçarão	1.1072
abraçarei	1.8069
abraçarem	2.2840000000000003
abraçaremos	1.7101
abraçares	2.187
abraçaria	2.2217
abraçariam	1.4082
abraçaríamos	1.1072
abraçarias	1.4082
abraçarmos	1.8859
abraças	2.4301
abraçasse	2.3865
abraçassem	1.5855
abraçássemos	1.4082
abraçasses	1.4082
abraçaste	2.4301
abraçava	2.6393
abraçavam	2.0107
abraçávamos	1.1072
abraçavas	1.7101
abraçáveis	1.1072
abraçável	1.1072
abrace	3.411
abracei	2.9943
abracem	2.676
abracemos	1.5855
abraces	2.4695
abracitos	1.4082
abraço	4.2164
abraços	3.5408
abraçou	3.2047
abram	4.4449
abramos	2.6876
abranda	3.582
abrandada	1.1072
abrandado	2.1492
abrandai	1.4082
abrandam	2.1079
abrandamento	2.0622
abrandamos	2.0622
abrandámos	1.7101
abrandando	2.0622
abrandar	3.7392
abrandará	1.8069
abrandaram	1.9528
abrandarão	1.1072
abrandarem	1.4082
abrandares	2.2840000000000003
abrandaria	1.5855
abrandarmos	2.0107
abrandas	2.312
abrandasse	1.5855
abrandássemos	1.4082
abrandasses	1.7101
abrandaste	1.7101
abrandava	1.5855
abrande	2.9139999999999997
abrandei	2.0622
abrandem	2.363
abrandemos	1.1072
abrandes	2.0107
abrando	1.7101
abrandou	2.8402
abrange	2.7799
abrangem	2.0622
abrangemos	1.1072
abrangência	2.0622
abrangendo	2.2538
abrangente	2.9529
abrangentes	1.8859
abranger	2.1492
abrangerá	1.4082
abrangerão	1.1072
abrangesse	1.1072
abrangeu	1.4082
abrangiam	1.1072
abrangida	1.8859
abrangidas	1.8859
abrangido	2.2217
abrangidos	1.4082
abranja	1.4082
abranjo	1.1072
abras	3.7206
abrasada	1.1072
abrasadas	1.1072
abrasado	1.1072
abrasador	2.5702
abrasadora	1.8859
abrasadoras	1.4082
abrasadores	1.5855
abrasados	1.1072
abrasam	1.1072
abrasamos	1.1072
abrasantes	1.1072
abrasão	2.4695
abrasar	1.4082
abrase	1.4082
abrases	1.1072
abrasileirado	1.1072
abrasiva	2.0622
abrasivas	1.4082
abrasivo	2.1492
abrasivos	1.8069
abraso	1.1072
abrasões	2.7799
abre	4.9811
abre-latas	2.7099
abrem	3.7055
abres	3.6102
abrevia	1.5855
abreviação	2.4087
abreviações	1.8859
abreviada	2.1079
abreviadamente	1.4082
abreviadas	1.4082
abreviado	2.1079
abreviam	1.1072
