a	3.9648
à	3.8464
aba	1.6435
abacate	1.6628
abacateiro	0.4771
abacates	1.1761
abacaxi	1.699
abacaxis	0.8451
ábaco	1.0
ábacos	0.301
abada	1.4314
abadas	0.4771
abade	1.5315
abadejo	0.301
abades	0.9031
abadessa	0.9542
abadessas	0.301
abadia	1.5682
abadias	0.6021
abafa	1.4472
abafada	1.3424
abafadas	0.7782
abafado	2.0645
abafador	0.6990000000000001
abafadores	0.6021
abafados	1.3424
abafam	1.0
abafamento	0.301
abafámos	0.301
abafando	0.9031
abafar	1.9956
abafara	0.4771
abafaram	0.8451
abafarem	0.8451
abafaria	0.301
abafas	0.6021
abafaste	0.4771
abafavam	0.301
abafe	0.6021
abafei	0.301
abafem	0.7782
abafemos	0.301
abafes	0.301
abafo	0.6021
abafos	0.301
abafou	1.0792
abaixa	2.4942
abaixada	1.8451
abaixadas	1.3617
abaixado	1.9638
abaixador	0.4771
abaixadores	0.301
abaixados	1.8513
abaixai	0.4771
abaixam	1.2304
abaixamentos	0.301
abaixamos	0.6990000000000001
abaixando	1.4314
abaixar	2.2788
abaixara	0.301
abaixará	0.6990000000000001
abaixaram	0.6990000000000001
abaixarão	0.301
abaixarei	0.7782
abaixarem	1.0414
abaixares	0.6021
abaixaria	0.7782
abaixarmos	0.6021
abaixas	0.8451
abaixasse	0.4771
abaixava	0.8451
abaixavam	0.4771
abaixe	2.7767
abaixei	1.4472
abaixem	2.5211
abaixemos	0.6990000000000001
abaixes	0.301
abaixo	3.4108
abaixo-assinado	1.1461
abaixo-assinados	0.6021
abaixou	1.6335
abajur	1.8062
abajures	1.0
abala	1.5185
abalada	2.1614
abaladas	1.0414
abalado	2.1614
abalados	1.4624
abalai	0.4771
abalam	0.9542
abalamos	0.6990000000000001
abalámos	0.301
abalançam	0.301
abalançou	0.301
abalando	0.4771
abalar	2.0043
abalará	0.7782
abalaram	1.3424
abalarão	0.4771
abalarem	0.6021
abalares	0.4771
abalaria	0.8451
abalariam	0.301
abalaríamos	0.301
abalarmos	0.4771
abalas	0.6021
abalasse	0.6021
abalassem	0.301
abalastes	0.301
abalava	0.6990000000000001
abalável	0.301
abale	1.1139
abalei	0.9542
abalem	0.4771
abales	0.4771
abalizada	0.4771
abalo	1.4624
abalos	1.0414
abalou	1.9395
abalroa	0.8451
abalroada	0.4771
abalroado	0.9542
abalroados	0.6021
abalroamento	0.301
abalroar	1.2788
abalroaram	0.7782
abalroarmos	0.301
abalroei	0.301
abalroou	1.0414
abana	2.1335
abanada	0.6990000000000001
abanadas	0.4771
abanadela	0.4771
abanadelas	0.301
abanado	0.9542
abanador	0.4771
abanados	0.4771
abanam	1.301
abanamos	1.1461
abanámos	0.4771
abananado	0.8451
abanando	1.5911
abanão	1.4472
abanar	2.5340000000000003
abanara	0.4771
abanará	0.6990000000000001
abanaram	0.6021
abanarás	0.4771
abanarem	1.0
abanaremos	0.301
abanares	1.1461
abanaria	0.4771
abanas	1.2553
abanasse	0.8451
abanaste	0.9031
abanava	1.0414
abanavam	0.4771
